CovidenceID,Title,name,value
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Actors,Knowledge and Educational Communities
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Actors,Civil Society and Community-Based Organisations
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Actors,Local/National Governments and Municipalities
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,CrossCut,Energy
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,CrossCut,Land
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Scaling,NA
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Enablers,Policy design & Implementation
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Enablers_CritC5,Impacts on each nexus element (#3)
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Enablers_CritC5,NA
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Barriers,Policy design & Implementation
#296,Towards a low-carbon economy: A nexus-oriented policy coherence analysis in Greece,Barriers_CritC5,Impacts on each nexus element (#3)
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",PaperType,Empirical
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Region,Sub-Saharan Africa
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Scale,Local >1 km² to 100 km² (neighbourhood to municipality)
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Nexus,Climate change
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Nexus,Health
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",NChallenge,Complexity Challenges
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Gov,NA
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Policy,Legal and Regulatory Instruments
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Actors,Civil Society and Community-Based Organisations
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Actors,Civil Society and Community-Based Organisations
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Actors,Global/Regional Institutions and Science-Policy Interfaces
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Actors,Local/National Governments and Municipalities
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",CrossCut,Poverty
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Scaling,No
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers,Policy design & Implementation
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers,Institutional capacity
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers,Finance & Economics
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers,Behaviour & Lifestyle
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers_CritC5,Impacts on each nexus element (#3)
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers_CritC5,Social acceptability (#4)
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers_CritC5,Alignment with political priorities (#5)
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers_CritC5,Alignment with international frameworks (#9)
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers_CritC5,NA
#294,"Sanctuary in the City? Climate Change and Internally Displaced Persons in Harare, Zimbabwe",Barriers_CritC5,Transformative change potential (#10)
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,PaperType,Review
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,PaperType,Perspective
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Region,Not applicable (no specific spatial location)
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Scale,Not applicable (no specific spatial location)
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Nexus,Climate change
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Nexus,Food
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,NChallenge,Complexity Challenges
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Gov,NA
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Policy,NA
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Actors,Private Sector and Business Organisations
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Actors,Civil Society and Community-Based Organisations
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Actors,Local/National Governments and Municipalities
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,CrossCut,Equity
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,CrossCut,Poverty
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,CrossCut,Land
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Scaling,No
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Enablers,Institutional capacity
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Enablers_CritC5,Transformative change potential (#10)
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Barriers,Institutional capacity
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Barriers,Behaviour & Lifestyle
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Barriers_CritC5,NA
#292,Food security and land use change under conditions of climate variability: Synthesis and uniting perspectives,Barriers_CritC5,Transformative change potential (#10)
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,PaperType,Review
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Region,Not applicable (no specific spatial location)
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Scale,Not applicable (no specific spatial location)
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Nexus,Health
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Nexus,Food
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,NChallenge,Complexity Challenges
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,NChallenge,Values Challenges
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,NChallenge,Governance Challenges
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,NChallenge,Financing Challenges
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,NChallenge,Scaling Challenges
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Gov,Network Governance
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Policy,Legal and Regulatory Instruments
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Policy,Economic and Financial Instruments
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Actors,Private Sector and Business Organisations
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Actors,Financial Institutions
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Actors,Knowledge and Educational Communities
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Actors,Civil Society and Community-Based Organisations
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Actors,Local/National Governments and Municipalities
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,CrossCut,Equity
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,CrossCut,Poverty
#290,Unravelling the Food-Health Nexus to Build Healthier Food Systems,Scaling,NA
#287,Grounding nexus governance: De-nexused developments in nepal,PaperType,Conceptual/theoretical
#287,Grounding nexus governance: De-nexused developments in nepal,Region,Southern Asia
#287,Grounding nexus governance: De-nexused developments in nepal,Scale,Subnational >100 km² (watershed)
#287,Grounding nexus governance: De-nexused developments in nepal,Nexus,Food
#287,Grounding nexus governance: De-nexused developments in nepal,Nexus,Water
#287,Grounding nexus governance: De-nexused developments in nepal,NChallenge,Governance Challenges
#287,Grounding nexus governance: De-nexused developments in nepal,Gov,Community Governance
#287,Grounding nexus governance: De-nexused developments in nepal,Policy,NA
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Private Sector and Business Organisations
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Media and the Arts
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Financial Institutions
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Civil Society and Community-Based Organisations
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Civil Society and Community-Based Organisations
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Global/Regional Institutions and Science-Policy Interfaces
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Global/Regional Institutions and Science-Policy Interfaces
#287,Grounding nexus governance: De-nexused developments in nepal,Actors,Local/National Governments and Municipalities
#287,Grounding nexus governance: De-nexused developments in nepal,CrossCut,Equity
#287,Grounding nexus governance: De-nexused developments in nepal,CrossCut,Poverty
#287,Grounding nexus governance: De-nexused developments in nepal,CrossCut,Employment
#287,Grounding nexus governance: De-nexused developments in nepal,CrossCut,Energy
#287,Grounding nexus governance: De-nexused developments in nepal,Scaling,No
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers,Policy design & Implementation
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers,Equity & Diversity
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers,Institutional capacity
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers,Finance & Economics
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers,Behaviour & Lifestyle
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers,Material & Non-material endowments
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers_CritC5,Impacts on each nexus element (#3)
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers_CritC5,Equity (#8)
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers_CritC5,NA
#287,Grounding nexus governance: De-nexused developments in nepal,Enablers_CritC5,Transformative change potential (#10)
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers,Institutional capacity
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers,Finance & Economics
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers,Behaviour & Lifestyle
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers,Technology
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers,Material & Non-material endowments
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers_CritC5,NA
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers_CritC5,Transformative change potential (#10)
#287,Grounding nexus governance: De-nexused developments in nepal,Barriers_CritC5,Equity (#8)
#281,The water–energy–food nexus: bridging the science–policy divide,PaperType,Opinion
#281,The water–energy–food nexus: bridging the science–policy divide,Region,Not applicable (no specific spatial location)
#281,The water–energy–food nexus: bridging the science–policy divide,Scale,Not applicable (no specific spatial location)
#281,The water–energy–food nexus: bridging the science–policy divide,Nexus,Food
#281,The water–energy–food nexus: bridging the science–policy divide,Nexus,Water
#281,The water–energy–food nexus: bridging the science–policy divide,NChallenge,Complexity Challenges
#281,The water–energy–food nexus: bridging the science–policy divide,NChallenge,Values Challenges
#281,The water–energy–food nexus: bridging the science–policy divide,NChallenge,Governance Challenges
#281,The water–energy–food nexus: bridging the science–policy divide,Gov,Hierarchical Governance
#281,The water–energy–food nexus: bridging the science–policy divide,Gov,Centralised Governance
#281,The water–energy–food nexus: bridging the science–policy divide,Policy,NA
#281,The water–energy–food nexus: bridging the science–policy divide,Actors,NA
#281,The water–energy–food nexus: bridging the science–policy divide,CrossCut,Equity
#281,The water–energy–food nexus: bridging the science–policy divide,CrossCut,Energy
#281,The water–energy–food nexus: bridging the science–policy divide,Scaling,No
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers,Policy design & Implementation
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers,Equity & Diversity
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers,Institutional capacity
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers_CritC5,NA
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers_CritC5,Social acceptability (#4)
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers_CritC5,Alignment with political priorities (#5)
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers_CritC5,Transformative change potential (#10)
#281,The water–energy–food nexus: bridging the science–policy divide,Enablers_CritC5,Equity (#8)
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers,Policy design & Implementation
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers,Institutional capacity
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers,Equity & Diversity
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers,Technology
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers_CritC5,NA
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers_CritC5,Transformative change potential (#10)
#281,The water–energy–food nexus: bridging the science–policy divide,Barriers_CritC5,Equity (#8)
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,PaperType,Empirical
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,PaperType,Modelling
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Region,Western Asia
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Scale,Subnational >100 km² (watershed)
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Nexus,Food
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Nexus,Water
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,NChallenge,Complexity Challenges
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,NChallenge,Governance Challenges
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Gov,Network Governance
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Policy,NA
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,Private Sector and Business Organisations
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,Civil Society and Community-Based Organisations
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,Knowledge and Educational Communities
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,IPLCs
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,Civil Society and Community-Based Organisations
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,Global/Regional Institutions and Science-Policy Interfaces
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Actors,Local/National Governments and Municipalities
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,CrossCut,Energy
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Scaling,No
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Enablers,Institutional capacity
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Enablers,Material & Non-material endowments
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Enablers_CritC5,Equity (#8)
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Enablers_CritC5,Transformative change potential (#10)
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Enablers_CritC5,NA
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Barriers,Policy design & Implementation
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Barriers,Institutional capacity
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Barriers_CritC5,NA
#280,An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus,Barriers_CritC5,Transformative change potential (#10)
#278,A bibliometric analysis of food-energy-water nexus literature,PaperType,Review
#278,A bibliometric analysis of food-energy-water nexus literature,Region,Not applicable (no specific spatial location)
#278,A bibliometric analysis of food-energy-water nexus literature,Scale,Not applicable (no specific spatial location)
#278,A bibliometric analysis of food-energy-water nexus literature,Nexus,Food
#278,A bibliometric analysis of food-energy-water nexus literature,Nexus,Water
#278,A bibliometric analysis of food-energy-water nexus literature,NChallenge,Complexity Challenges
#278,A bibliometric analysis of food-energy-water nexus literature,NChallenge,Values Challenges
#278,A bibliometric analysis of food-energy-water nexus literature,NChallenge,Scaling Challenges
#278,A bibliometric analysis of food-energy-water nexus literature,Gov,NA
#278,A bibliometric analysis of food-energy-water nexus literature,Policy,NA
#278,A bibliometric analysis of food-energy-water nexus literature,Actors,NA
#278,A bibliometric analysis of food-energy-water nexus literature,CrossCut,Energy
#278,A bibliometric analysis of food-energy-water nexus literature,Scaling,No
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,PaperType,Review
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,PaperType,Perspective
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Latin America and the Caribbean
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Eastern Asia
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Southern Asia
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Eastern Europe
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Northern Europe
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Southern Europe
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Region,Western Europe
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Scale,National (whole country)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Scale,"Regional (multiple countries, whole continents)"
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Scale,Multi-regional (multiple continents/geographic regions)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Nexus,Climate change
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Nexus,Food
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Nexus,Water
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,NChallenge,Complexity Challenges
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,NChallenge,Values Challenges
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,NChallenge,Governance Challenges
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Gov,Hierarchical Governance
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Policy,Legal and Regulatory Instruments
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Actors,Private Sector and Business Organisations
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Actors,Local/National Governments and Municipalities
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,CrossCut,Energy
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Scaling,No
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers,Policy design & Implementation
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers,Institutional capacity
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers_CritC5,Impacts on each nexus element (#3)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers_CritC5,NA
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers_CritC5,Alignment with political priorities (#5)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers_CritC5,Alignment with international frameworks (#9)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Enablers_CritC5,Transformative change potential (#10)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Barriers,Policy design & Implementation
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Barriers,Institutional capacity
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Barriers_CritC5,Impacts on each nexus element (#3)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Barriers_CritC5,NA
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Barriers_CritC5,Equity (#8)
#277,Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil,Barriers_CritC5,Transformative change potential (#10)
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,PaperType,Empirical
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Region,Northern America
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Scale,National (whole country)
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Nexus,Climate change
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Nexus,Food
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Nexus,Water
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,NChallenge,Values Challenges
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Gov,NA
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Policy,NA
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Actors,Private Sector and Business Organisations
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Actors,Local/National Governments and Municipalities
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,CrossCut,Equity
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,CrossCut,Education
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,CrossCut,Energy
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Scaling,No
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Barriers,Institutional capacity
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Barriers,Finance & Economics
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Barriers,Material & Non-material endowments
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Barriers_CritC5,Transformative change potential (#10)
#268,Overcoming climate change adaptation barriers: A study on food–energy–water impacts of the average American diet by demographic group,Barriers_CritC5,NA
#266,The role of communication in managing complex water-energy-food governance systems,PaperType,Conceptual/theoretical
#266,The role of communication in managing complex water-energy-food governance systems,Region,Northern America
#266,The role of communication in managing complex water-energy-food governance systems,Scale,Subnational >100 km² (watershed)
#266,The role of communication in managing complex water-energy-food governance systems,Nexus,Biodiversity
#266,The role of communication in managing complex water-energy-food governance systems,Nexus,Climate change
#266,The role of communication in managing complex water-energy-food governance systems,Nexus,Health
#266,The role of communication in managing complex water-energy-food governance systems,Nexus,Food
#266,The role of communication in managing complex water-energy-food governance systems,Nexus,Water
#266,The role of communication in managing complex water-energy-food governance systems,NChallenge,Complexity Challenges
#266,The role of communication in managing complex water-energy-food governance systems,NChallenge,Governance Challenges
#266,The role of communication in managing complex water-energy-food governance systems,NChallenge,Scaling Challenges
#266,The role of communication in managing complex water-energy-food governance systems,Gov,Network Governance
#266,The role of communication in managing complex water-energy-food governance systems,Policy,Legal and Regulatory Instruments
#266,The role of communication in managing complex water-energy-food governance systems,Actors,Knowledge and Educational Communities
#266,The role of communication in managing complex water-energy-food governance systems,Actors,Civil Society and Community-Based Organisations
#266,The role of communication in managing complex water-energy-food governance systems,Actors,Global/Regional Institutions and Science-Policy Interfaces
#266,The role of communication in managing complex water-energy-food governance systems,Actors,Local/National Governments and Municipalities
#266,The role of communication in managing complex water-energy-food governance systems,CrossCut,Energy
#266,The role of communication in managing complex water-energy-food governance systems,Scaling,NA
#266,The role of communication in managing complex water-energy-food governance systems,Enablers,Policy design & Implementation
#266,The role of communication in managing complex water-energy-food governance systems,Enablers_CritC5,Impacts on each nexus element (#3)
#266,The role of communication in managing complex water-energy-food governance systems,Enablers_CritC5,NA
#266,The role of communication in managing complex water-energy-food governance systems,Barriers,Equity & Diversity
#266,The role of communication in managing complex water-energy-food governance systems,Barriers,Policy design & Implementation
#266,The role of communication in managing complex water-energy-food governance systems,Barriers,Institutional capacity
#266,The role of communication in managing complex water-energy-food governance systems,Barriers,Finance & Economics
#266,The role of communication in managing complex water-energy-food governance systems,Barriers_CritC5,Equity (#8)
#266,The role of communication in managing complex water-energy-food governance systems,Barriers_CritC5,Social acceptability (#4)
#266,The role of communication in managing complex water-energy-food governance systems,Barriers_CritC5,Transformative change potential (#10)
#266,The role of communication in managing complex water-energy-food governance systems,Barriers_CritC5,Economic implications (#6)
#266,The role of communication in managing complex water-energy-food governance systems,Barriers_CritC5,NA
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,PaperType,Review
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,PaperType,Conceptual/theoretical
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Region,Australia and New Zealand
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Scale,Site <1 km² (field to farm)
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Scale,Local >1 km² to 100 km² (neighbourhood to municipality)
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Nexus,Biodiversity
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Nexus,Climate change
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Nexus,Food
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Nexus,Water
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,NChallenge,Governance Challenges
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Gov,Network Governance
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Gov,Community Governance
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Policy,NA
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Actors,Private Sector and Business Organisations
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Actors,Civil Society and Community-Based Organisations
#263,Cities and the Anthropocene: Urban governance for the new era of regenerative cities,Actors,Local/National Governments and Municipalities
